arm,component,formal_case_index,case_id,particle_id,sample_global_index,sample_rank_within_case,field_lineage_id,fold,family,matched_random_denominator,matched_random_denominator_exact_zero,descriptor_nn_numerator,descriptor_nn_numerator_status,classification_A_zero_over_zero,classification_B_positive_over_zero,classification_C_query_serialized_exact_zero,classification_C_query_raw_exact_zero,classification_D_random_targets_numeric_exact_identical,random_targets_uint64_bitwise_identical,classification_E_serialization_caused_zero,classification_F_raw_float64_denominator_exact_zero,nonidentical_but_squared_underflow_to_zero,raw_store_target_bitwise_identity,matched_random_sample_global_indices,matched_random_identity_sha256,evidence_class
SS,pressure_gradient_acceleration,171,MSO02A|PRIMARY|F2|510e17cf40fc1f4c35b88d1bc795f1025c3eb53d38cead5bafdca4da37495a6d,54,21913,25,MSO02A|FIELD_LINEAGE|aea48ac2021e08669dd530f20a700598bd5d299351d9e7027a4882edf62720e6,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,37120|26253|17644|21618|33478|4428|30057|1578|44647|24844,1d52c970e41a2c191899b3e2df3702fb9f8499481f2651f82f0b68ee6fff1b93,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,171,MSO02A|PRIMARY|F2|510e17cf40fc1f4c35b88d1bc795f1025c3eb53d38cead5bafdca4da37495a6d,294,21894,6,MSO02A|FIELD_LINEAGE|aea48ac2021e08669dd530f20a700598bd5d299351d9e7027a4882edf62720e6,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,47795|46665|8526|2613|18006|47195|45870|18471|12308|7716,44ae297eb505cc624ce7067c34652ad91df164a78a833ceaa68a67db88a38e8a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,172,MSO02A|PRIMARY|F2|3c5a5097f443d9ce335a675d91da6b26fc186e67a558fb3fd602f9643e5fb3e6,302,22127,111,MSO02A|FIELD_LINEAGE|6e03512d0f21113cf3f110e479ebe32194b2b675241b304dd00f64c9bd89aaaf,FOLD_5,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,32092|46309|17134|27185|6049|19212|46948|5791|33262|33683,9b7da4d5c54c459ac487da0520c3932998a54cadb921c01e634f3373ba3803f2,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,174,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,37,22310,38,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,45248|6637|16101|38230|37953|18514|34326|34160|1537|18169,b17dc7a4e1b12a2cf0c75f54881b981a1103ec6fd69a0c1fa0e115398afa826f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,174,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,146,22291,19,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,37310|31065|46227|822|40588|8477|46783|46100|18643|642,5299db218fcfd196e187ffbfa8635788d932112485789ade373694927e8b0cc5,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,174,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,474,22317,45,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,19245|29937|12784|14182|16503|44222|1442|40154|29147|19585,f060d05a6e13ac5e589435364163e7e36b5e1431bceaf6580c0c2d45b813ea75,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,176,MSO02A|PRIMARY|F2|3794f66286af93ff154378c138146f560f356aafada13087e75783bb506d745e,1,22535,7,MSO02A|FIELD_LINEAGE|c9effaf9f8d99dafb4339357104e580526691236671870d679eac7675878cb14,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,11668|20556|10357|34935|19712|33089|2806|34331|28457|23614,191b3178ce85e47732c700562787db6d0aea7de461eebdd43bf8b2fb714ff50d,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,176,MSO02A|PRIMARY|F2|3794f66286af93ff154378c138146f560f356aafada13087e75783bb506d745e,401,22632,104,MSO02A|FIELD_LINEAGE|c9effaf9f8d99dafb4339357104e580526691236671870d679eac7675878cb14,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,23203|34240|16507|141|18428|19624|24236|10184|11257|11210,c45e7403134603caee5c469ad24132ddbb4dc87acfe37b3161d6818db5dd7372,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,177,MSO02A|PRIMARY|F2|5fce35b38b7a48865d0b4b51f53caaaf072b2c40f657284a3558f275bcdb6b32,320,22695,39,MSO02A|FIELD_LINEAGE|e940bc79385d10f3134327cc6ec0a4b160d3faef1ad5a899817dc525d1f158d7,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,12522|37193|24710|5580|29528|3227|19766|42228|2664|13334,5b082e95f6ce0cb06af942424a862441aed18e1d185e7a01840d54f81fa26b4d,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,177,MSO02A|PRIMARY|F2|5fce35b38b7a48865d0b4b51f53caaaf072b2c40f657284a3558f275bcdb6b32,530,22769,113,MSO02A|FIELD_LINEAGE|e940bc79385d10f3134327cc6ec0a4b160d3faef1ad5a899817dc525d1f158d7,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,39899|8530|15269|5779|9749|24724|34851|11945|48075|946,14a8c17842141266cc7a9a4c7236220a7317183109cbed3a7f0dd9207e8504bf,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,178,MSO02A|PRIMARY|F2|1cedb6086eb661871852ea69bb3cc212bfc9eadbf15e83745181af24d3ab06c0,487,22908,124,MSO02A|FIELD_LINEAGE|d59b20ce14c529e1c742efbde5e16cfefa569f004037852725f03cec3a25b143,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,23204|8470|7340|19194|20540|33697|28548|35221|46142|19321,51616883c0ae775f5aff8f58dd9f887a5003a1e955e509e4e427e0c2fee276c1,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,179,MSO02A|PRIMARY|F2|8d4b8cc44b6fd2ec078d52f01bce3cbd31f428fdcda3e4068c852d3234743465,37,22958,46,MSO02A|FIELD_LINEAGE|9af87a6bce0c31f7a6beb8676561bba9ef47e3d5c41221318df8b6ce5060314b,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,45253|33335|11257|15617|33326|4315|46948|22164|6146|8070,c6d0468f87f683c9b4a2ccf85cade8d082da7c3668bb34669af76f28ccc06538,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,179,MSO02A|PRIMARY|F2|8d4b8cc44b6fd2ec078d52f01bce3cbd31f428fdcda3e4068c852d3234743465,364,23012,100,MSO02A|FIELD_LINEAGE|9af87a6bce0c31f7a6beb8676561bba9ef47e3d5c41221318df8b6ce5060314b,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,32282|29126|8158|1663|26456|1720|4432|18631|41046|3226,fb0c21421735bf28716216d65359324586843bff99f2902d95f6eeffc4118062,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,181,MSO02A|PRIMARY|F2|183dd768e7b6e8bc606f638fdc269677edf449e79ff4397d174304f458f9a5f3,388,23211,43,MSO02A|FIELD_LINEAGE|f685242319f2e54992ef7598debd184a649e9b2e72bd6afed05f5d9f54abd161,FOLD_1,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,44114|23389|11651|8731|10913|27189|36197|3518|1418|44956,0346214f4b560f82f153065917ffb85785a72d2afb491845fde738b81f00e46b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,182,MSO02A|PRIMARY|F2|2a6420738cc1cdb92b88ec771e30cd7099073224575a842943bc0d588ff721ef,327,23414,118,MSO02A|FIELD_LINEAGE|8160f383e8c444cb83a23e972df23a42ef573947bfd88e1ef09c924453a54b74,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,16079|33667|41782|9438|710|26772|39257|10949|6540|7615,1048d0a37c4f4949aecb3d9ec970897f9b34ed9b7efda30c4a28b93d72dd3fd2,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,182,MSO02A|PRIMARY|F2|2a6420738cc1cdb92b88ec771e30cd7099073224575a842943bc0d588ff721ef,405,23310,14,MSO02A|FIELD_LINEAGE|8160f383e8c444cb83a23e972df23a42ef573947bfd88e1ef09c924453a54b74,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,9671|32819|46799|14445|48809|18281|20564|42739|45608|44004,3ae4794aee4e3542c25b30fe5aec1cac00aab0b2cb9c2ca5e72a1a441777d7eb,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,184,MSO02A|PRIMARY|F2|b2582bbaa68fc837d19284375ad1fd87badf6dc034da1f204a7517a5e98c2fe6,441,23552,0,MSO02A|FIELD_LINEAGE|441fdcabb89a108e9ed39ed118e4defcdf9aefaf6ee129fea00cd6ebf899cd64,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,2919|46789|22227|48856|41818|13987|34090|32122|48089|33165,5cd5a1eb4f76c335d748e847a6811b28e45e295f1fc523ed9782d8acc3124978,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,194,MSO02A|PRIMARY|F3|fc794f72a83ac8c3a9d92aac50c9111cabb7ee10d557eeed07de9a0bb1d6b563,396,24866,34,MSO02A|FIELD_LINEAGE|8f96460f5e25434ea38efc75b2a38eba48ed159ccc71195a9890899219539f9a,FOLD_3,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,35013|24006|27327|42626|27163|3536|7647|4380|29050|39900,6bab324b57998501339e1e92efc783a8aa25f6c13acdc5ecf0022b55cfc73466,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,199,MSO02A|PRIMARY|F3|73539c8a9ff40a72e80f9cf01f506d480e475206ab97f6f1783855fa55093cb9,123,25547,75,MSO02A|FIELD_LINEAGE|02af8fc8fdaaf157851a8e83e4ddea5dc9b0a3eccaf84d81548cde087cb7e597,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,41277|15689|925|1477|7702|35090|32602|24949|7621|5467,d7f3693e1faec6fd30bb9e5fc938fdf49492aa9775853b8a3f9cfb9055da2b07,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,199,MSO02A|PRIMARY|F3|73539c8a9ff40a72e80f9cf01f506d480e475206ab97f6f1783855fa55093cb9,260,25502,30,MSO02A|FIELD_LINEAGE|02af8fc8fdaaf157851a8e83e4ddea5dc9b0a3eccaf84d81548cde087cb7e597,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,45618|37204|8384|24882|10973|45205|48430|41255|16336|22358,8b01a7d27c74cc1e2f6878357bd4787b4227f4d1386a8a725444890a83d57d6e,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,199,MSO02A|PRIMARY|F3|73539c8a9ff40a72e80f9cf01f506d480e475206ab97f6f1783855fa55093cb9,444,25544,72,MSO02A|FIELD_LINEAGE|02af8fc8fdaaf157851a8e83e4ddea5dc9b0a3eccaf84d81548cde087cb7e597,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,3861|12730|26760|9119|33400|30350|36199|37082|4470|10293,6c865630cb86a187cd7f1b6d0abf40aedf659a11bd124d5de9cd934ca5f05b33,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,205,MSO02A|PRIMARY|F3|2b3a1823c2926b39c82ef85835861b50dc69c29baf20782f20a71a5926c070a0,521,26351,111,MSO02A|FIELD_LINEAGE|b35b0ee92e60d2293a02130a1c62949b0f9bdf13eb8e2c07bd9ba6f2a286f270,FOLD_3,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,35069|30287|41257|10989|34319|47799|28429|16100|22825|17929,0780de99c123b70124ea0ac661702cfcb4a5dc95491a223abcb27611d77afc10,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,208,MSO02A|PRIMARY|F3|d8596c9e1cd2fb9cc46ee50795c303fe11ef4d934584df6d7e080e174abc3dda,479,26661,37,MSO02A|FIELD_LINEAGE|702c93f91cbdb9e9af0e635689c43fc92a780ebb993ff1283e521f24e8df3258,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,28987|32067|38245|48786|41158|9182|24011|15409|26755|7577,5b332b299883f27967d0b395dd4d66f84a7c137be6f139f92f479d92dadba881,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,212,MSO02A|PRIMARY|F3|843ed1586d40631e040edc0d5389bb69a0d5ba81d44120d3560e265753aefa56,239,27221,85,MSO02A|FIELD_LINEAGE|3f2c911ab74caa9cd763455022a5dadcd172a741b51ffd58f661e3845ae397d7,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,18652|17589|1589|9537|8566|26115|2526|34977|38254|46323,3ebf9a4cd8888cc810d7e29a2385e592b63952c117ffdb13dd4a9ec7a1167051,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,212,MSO02A|PRIMARY|F3|843ed1586d40631e040edc0d5389bb69a0d5ba81d44120d3560e265753aefa56,240,27213,77,MSO02A|FIELD_LINEAGE|3f2c911ab74caa9cd763455022a5dadcd172a741b51ffd58f661e3845ae397d7,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,28593|33040|38053|33263|2529|24763|30395|3636|10912|41234,fc4c4c72117939ac1cc8a1b31eaebd0a7650deb35d34c9f2bbbf4e900769d6fd,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,215,MSO02A|PRIMARY|F3|87ff8d9537a5c8dcf4aef4d012b8341720179c5a72fdb9ecbf07a986dc3b0ce7,547,27611,91,MSO02A|FIELD_LINEAGE|f54c335afb806ae736e5fe3ed4af998d5e8597634a29a7a4edd365110b7b7eda,FOLD_4,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,39922|26372|20865|18352|45911|39842|23674|12740|8269|34975,844e6c57938bdbaf0b4e92ad3ba83d10f175337aa79c7dddbcc0e2efacd3b3a2,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,219,MSO02A|PRIMARY|F3|02bd68b55b3e7b7e042382c76a10df76172b6b77d1e008e15765158192e07575,0,28086,54,MSO02A|FIELD_LINEAGE|d4edd26f49c53218f347abf6aa7289191eb85e7cf1a37afa1cc74ac05bc47943,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,22691|6201|44070|48457|2861|26222|9217|35561|15152|14120,2f171ee6e6644de75c28956b718d20bdd9fab91b502862dd02014f0b4b3c27d0,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,219,MSO02A|PRIMARY|F3|02bd68b55b3e7b7e042382c76a10df76172b6b77d1e008e15765158192e07575,185,28159,127,MSO02A|FIELD_LINEAGE|d4edd26f49c53218f347abf6aa7289191eb85e7cf1a37afa1cc74ac05bc47943,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,35121|38934|3606|33118|18246|44606|41198|37937|26257|47523,fe66171251c2058d88b8b52bf1fc45440cba128dd46b0741498311d1dbda2e0a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,220,MSO02A|PRIMARY|F3|0e9cb6133c8953965896c5500917ba18def5860817d74de8ffa9e34330afed92,147,28237,77,MSO02A|FIELD_LINEAGE|2c4bc5ef7d44dee05e737c7db40e5925e97ab35fda821bed967bad9332a3aadf,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,14177|14999|49138|45284|16092|9931|23065|15270|48919|21586,111d339844f138caf8e24c5e343ca39ce4a867ca8f9923aa88bd28148972b114,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,226,MSO02A|PRIMARY|F3|54f5b4fcd08c841cb110fcfacbc44e47b95f6d84a1d5c444ee6318c82c15f502,97,29050,122,MSO02A|FIELD_LINEAGE|cbed4358f17d41feb1bad8e60142ab2d377e7c9b6d8c4d778086a9debd05b89f,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,44956|47491|29932|39815|6901|47587|44981|41002|15315|2804,195c1f915fdf03994b9f0f0ad31acbdfdc108e206aadc0b06fc30161d80086cd,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,226,MSO02A|PRIMARY|F3|54f5b4fcd08c841cb110fcfacbc44e47b95f6d84a1d5c444ee6318c82c15f502,123,28955,27,MSO02A|FIELD_LINEAGE|cbed4358f17d41feb1bad8e60142ab2d377e7c9b6d8c4d778086a9debd05b89f,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,15778|28426|15633|23105|29538|31173|24092|6849|38082|31477,588c69ae1e3f5996f8c8a285b3d7bc2e693c3d0cd36858ef5c0666f6ec2a9ba8,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,233,MSO02A|PRIMARY|F3|30782502fa80aac72bdd585bcf321a5759096eae52597aba3a40a4df13e5169a,374,29895,71,MSO02A|FIELD_LINEAGE|fb6b3eba8a0f816d7f994994c2fb32830f5e9295057544c7ebab947e5235f686,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,22561|47043|1422|14463|28929|25442|9237|3326|2737|5806,c336613060378e75874c174ca589231db0674b6461b099ed540dafb7b29906a9,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,234,MSO02A|PRIMARY|F3|5a43974f157e5fc079cbe515a8e427422b1e98d45dc654fd13d565a18a71cfc2,168,30076,124,MSO02A|FIELD_LINEAGE|551a5ca37accf88c657cbddfe873289908e5daa78bc9beaa097e23202f1284d0,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,33733|41233|3562|31457|39330|41071|11983|20500|11534|38676,37408319ae0706da04bff23806d6357ba0e45bdae45875095258848d66416d20,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,234,MSO02A|PRIMARY|F3|5a43974f157e5fc079cbe515a8e427422b1e98d45dc654fd13d565a18a71cfc2,418,30060,108,MSO02A|FIELD_LINEAGE|551a5ca37accf88c657cbddfe873289908e5daa78bc9beaa097e23202f1284d0,FOLD_0,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,570|26217|5336|8364|22688|18565|7424|48556|46759|28647,d52f938ae6509fe11f5bbdfae3e6d3b1ad5163b5db8928ccccd5bcfc0330542a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,236,MSO02A|PRIMARY|F3|f144879d731ea35889042b612a2cd2c06e7ff554567284e08eba6a6a62a9e1a1,466,30235,27,MSO02A|FIELD_LINEAGE|4df74a0c30e223d806e6d4c98c885153e328b50794fb6c5b90852785bfe8e447,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,39173|9085|5882|24143|15986|37334|19106|10159|24315|15656,0cd7f14c8e21a34c8c2c9b385f80f57a89777ecb296273d8cccd7d840f28f616,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,238,MSO02A|PRIMARY|F3|0a1bbb860db7f683c65213b8f5eef231ccd700c30b5ce761c9a276436d57cc46,251,30514,50,MSO02A|FIELD_LINEAGE|115110a21fa31bc05a325ab6eb409b0df3fcba9a4cc783389c2dc4998ea93dfc,FOLD_3,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,27817|44715|47060|28903|41322|29693|29618|32262|9612|37055,54a430226c69ca9865d9b748e108d713f3b3244e906f575332a7245c8187604e,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
SS,pressure_gradient_acceleration,239,MSO02A|PRIMARY|F3|7ea03cb410ca5c10ac8f7c44d9a5463c116d2a9dd7ec668ffad122dfb848da4a,61,30621,29,MSO02A|FIELD_LINEAGE|0563e938ae80d9319536bd0100a6bef2817d7567f87e87a2bbf4763b2b1e98b4,FOLD_2,F3,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,19110|17976|8192|13988|47491|4317|20660|34536|42658|33664,30dfe5c19ae90cf67fa91082db67ee0ac2a61a33e252cded27d98a01325ecaf3,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
